stratum,chart_id,seed,frozen_arm,opportunity_key,lane,start_time,end_time,frozen_known,historical_class,hardened_class,direct_reject,lineage_id,divergence_opportunity,divergence_control_state,divergence_treatment_state,parent_states_different,no_reconvergence_before_case,target_absent_in_treatment,candidate_shape_reached_in_treatment,frozen_lane_selected_in_treatment,frozen_commit_absent_in_treatment,divergence_governed_by_canonical,temporal_only_explanation,evidence
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,3,control,"OP-00006359-BaseHead-S6359-T304468-ANA",0,304468,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-BE75AFE7197441CC21BBB903","OP-00000370-BaseHead-S370-T29933-ANA",D4B03CDFB0D24E79939500C78BE9BCAB804DACF1D8677CA58EF15191088AB231,3A0766F1A1E70D3D4C08D1DE933DD28F25FB33A58EE391481AD132BC00AB3051,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,4,control,"OP-00000466-BaseHead-S466-T35009-ANA",2,35009,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-D29995B388E654D1F4A5E3F2","OP-00000185-BaseHead-S185-T16399-ANA",5CB734D151A9BEE4D9D3652F8D374825FC08E0B45102F1F07A2D5DB016E9D37E,36D7F4457D80092526F9828AFE9C156B4D2161AB69590723D55CEF9A9E25268E,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,5,control,"OP-00005210-BaseHead-S5210-T265027-ANA",0,265027,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-74A559F7E2AC23376D1EE5AF","OP-00000370-BaseHead-S370-T29933-ANA",CE4EDEBB78B3B764CD5B4514858F45382CA29DC1D7C7289D9BD232365CB6FB70,F2A97C9078F1F3A173F6F4CE386CA27F3AFAE38DDBAA0EE8F84BF4E6B35981AF,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,5,control,"OP-00005297-BaseHead-S5297-T267939-ANA",5,267939,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-74A559F7E2AC23376D1EE5AF","OP-00000370-BaseHead-S370-T29933-ANA",CE4EDEBB78B3B764CD5B4514858F45382CA29DC1D7C7289D9BD232365CB6FB70,F2A97C9078F1F3A173F6F4CE386CA27F3AFAE38DDBAA0EE8F84BF4E6B35981AF,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,5,control,"OP-00005307-BaseHead-S5307-T268380-ANA",5,268380,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-74A559F7E2AC23376D1EE5AF","OP-00000370-BaseHead-S370-T29933-ANA",CE4EDEBB78B3B764CD5B4514858F45382CA29DC1D7C7289D9BD232365CB6FB70,F2A97C9078F1F3A173F6F4CE386CA27F3AFAE38DDBAA0EE8F84BF4E6B35981AF,true,true,true,true,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,5,control,"OP-00006161-BaseHead-S6161-T296527-ANA",4,296527,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-74A559F7E2AC23376D1EE5AF","OP-00000370-BaseHead-S370-T29933-ANA",CE4EDEBB78B3B764CD5B4514858F45382CA29DC1D7C7289D9BD232365CB6FB70,F2A97C9078F1F3A173F6F4CE386CA27F3AFAE38DDBAA0EE8F84BF4E6B35981AF,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,6,control,"OP-00005756-BaseHead-S5756-T282806-ANA",1,282806,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-35ABEC50B3D9E55C1F4A852D","OP-00000370-BaseHead-S370-T29933-ANA",4C1F82BA79BCC3D75C72E5B73E74F14C82755E0CFF1C8577680C42B4C4AE9F4E,2E8AA25657969749A52BE4F969FFB6EDAE5A98F6D7F22F3B1744BB63E1954F95,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,7,control,"OP-00000277-BaseHead-S277-T23730-ANA",3,23730,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-6E6075896ACA1A85FFD77979","OP-00000011-BaseHead-S11-T2527-ANA",18F844DC0FA56E3D5EE26A3A0C471490C4DC6410E58DF9547D99B94050C7470D,8B14D265103D7B752A29DF5E55AA4DD37C58E7CE0750DE6C3CFF6F785380BA78,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,7,control,"OP-00005266-BaseHead-S5266-T266791-ANA",0,266791,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-6E6075896ACA1A85FFD77979","OP-00000011-BaseHead-S11-T2527-ANA",18F844DC0FA56E3D5EE26A3A0C471490C4DC6410E58DF9547D99B94050C7470D,8B14D265103D7B752A29DF5E55AA4DD37C58E7CE0750DE6C3CFF6F785380BA78,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,13,control,"OP-00005915-BaseHead-S5915-T287968-ANA",0,287968,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-06A25634BF670F3AB9325F59","OP-00001936-BaseHead-S1936-T110572-ANA",93DF31588329B50F4F43E5C43619943A2DFFFE9E8A37A363F1AFF722CB97502A,FAE576E90FD56DAB41A2DA91B8453C572079042CC307066AABBA15C6C70918E5,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,17,control,"OP-00006162-BaseHead-S6162-T296527-ANA",4,296527,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-ABC4D62E2C3BB4A7C528F4B0","OP-00000466-BaseHead-S466-T35009-ANA",F97F7AACD78F4CA0C6CCF7645D40F06A1C8A5464BD9E57E458F70B445D6ADA2E,74C2621A8ACFB12E85D57FB91268236CD8F89CFAC4F835F723FA886484E2947E,true,true,true,false,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
primary,20651C9B11DBB0D7BA2D64A8F167577AE0452762EEA83C5A7558BA89B8D2C788,18,control,"OP-00005869-BaseHead-S5869-T286512-ANA",0,286512,,true,B_EARLIER_GOVERNED_DIVERGENCE,B_CAUSALLY_PROVEN_UNREACHABLE,false,"SRG-DIV-F9F55877859F138240C67C54","OP-00000363-BaseHead-S363-T29369-ANA",14B6411F116D4D5B92BF5D64ADE885F699E3F73F7877FCEDA4A53B396E3DC5A3,A760231AE4AE916344C22547F480F65136A97A17DB84BF20CBCB0CCE0725E7B8,true,true,true,true,false,true,true,false,"A prior canonical-governed commit divergence left unequal complete parent state; no sufficient-state reconvergence occurred and the exact frozen lane-level proposal was not selected or committed in treatment."
